recordType,extensionId,year,ageMin,ageMax,gender,category,disciplineCode,disciplineName,disciplineBaseName,disciplineVariant,unit,better,bronze,silver,gold,bronzeRaw,silverRaw,goldRaw,disciplineKey,disciplineCodePdf,catalogCode,codeOrigin,sourceFile,sourceRow,extensionType,description,minLevel,distanceM,durationMin,maxTimeSec,organization,ageRule,validityYears,acquisitionYearOnly,mandatoryInFirstAcquisitionYear,policyValue
discipline_requirement,,2026,75,79,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,39,33,27.5,"39,0","33,0","27,5",radfahren-200-m,,3,catalog_inference,202604_75_-_79_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_75_-_79_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.65,0.75,0.85,"0,65","0,75","0,85",hochsprung,,1,catalog_inference,202604_75_-_79_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,1.8,2.2,2.6,"1,80","2,20","2,60",weitsprung,,2,catalog_inference,202604_75_-_79_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,12,15.5,18.5,"12,00","15,50","18,50",schleuderball-1-kg,,5,catalog_inference,202604_75_-_79_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,8,14,18,8,14,18,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_75_-_79_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,10,16,22,10,16,22,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_75_-_79_W.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,2,5,7,2,5,7,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_75_-_79_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,23.4,21.9,20.5,"23,4","21,9","20,5",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_75_-_79_W.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,33.7,30.3,26.9,"33,7","30,3","26,9",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_75_-_79_W.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,75,79,W,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_75_-_79_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1590,1410,1230,26:30,23:30,20:30,laufen-3-000-m,,1,catalog_inference,202604_80_-_84_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,6790,6070,5350,113:10,101:10,89:10,10-km-lauf,,2,catalog_inference,202604_80_-_84_M.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Ausdauer,4,"Walking/Nordic-Walking 7, 5 km","Walking/Nordic-Walking 7, 5 km",,number,lower,5490,4785,4320,91:30,79:45,72:00,walking-nordic-walking-7-5-km,,4,catalog_inference,202604_80_-_84_M.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,570,470,370,9:30,7:50,6:10,schwimmen-200-m,,5,catalog_inference,202604_80_-_84_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,4560,3870,3180,76:00,64:30,53:00,radfahren-20-km,,6,catalog_inference,202604_80_-_84_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,5.5,8,9.5,"5,50","8,00","9,50",medizinball-2-kg,,2,catalog_inference,202604_80_-_84_M.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,3,Kugelstoßen 3 kg,Kugelstoßen 3 kg,,number,higher,5.5,6.25,7.25,"5,50","6,25","7,25",kugelstossen-3-kg,,3,catalog_inference,202604_80_-_84_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,4,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,,number,higher,9,10.3,11.6,"9,00","10,30","11,60",steinstossen-3-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_80_-_84_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.15,1.45,1.75,"1,15","1,45","1,75",standweitsprung,,5,catalog_inference,202604_80_-_84_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,7,14,23,7,14,23,push-up-liegestuetzen,6.2.6.1,,pdf,202604_80_-_84_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,7,18,31,7,18,31,crunches-bauchpresse,6.2.6.2,,pdf,202604_80_-_84_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,7,15,25,7,15,25,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_80_-_84_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,1,2,5,1,2,5,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_80_-_84_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Kraft,6.2.7.1,Gerätturnen Kopfstand,Gerätturnen Kopfstand,,level,higher,1,2,3,1,2,3,geraetturnen-kopfstand,6.2.7.1,7,pdf,202604_80_-_84_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,13,12,10.9,"13,0","12,0","10,9",laufen-50-m,,1,catalog_inference,202604_80_-_84_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,59,48,36,"59,0","48,0","36,0",schwimmen-25-m,,2,catalog_inference,202604_80_-_84_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,39,31.5,23,"39,0","31,5","23,0",radfahren-200-m,,3,catalog_inference,202604_80_-_84_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_80_-_84_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.75,0.85,0.95,"0,75","0,85","0,95",hochsprung,,1,catalog_inference,202604_80_-_84_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,2.1,2.6,3.1,"2,10","2,60","3,10",weitsprung,,2,catalog_inference,202604_80_-_84_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,14,19,24,"14,00","19,00","24,00",schleuderball-1-kg,,5,catalog_inference,202604_80_-_84_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,6,10,12,6,10,12,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_80_-_84_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,9,14,19,9,14,19,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_80_-_84_M.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,4,7,10,4,7,10,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_80_-_84_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,23,21.5,20,"23,0","21,5","20,0",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_80_-_84_M.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,36,32.6,29.2,"36,0","32,6","29,2",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_80_-_84_M.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,80,84,M,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_80_-_84_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1780,1600,1420,29:40,26:40,23:40,laufen-3-000-m,,1,catalog_inference,202604_80_-_84_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,7340,6620,5900,122:20,110:20,98:20,10-km-lauf,,2,catalog_inference,202604_80_-_84_W.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Ausdauer,4,"Walking/Nordic-Walking 7, 5 km","Walking/Nordic-Walking 7, 5 km",,number,lower,5910,5115,4650,98:30,85:15,77:30,walking-nordic-walking-7-5-km,,4,catalog_inference,202604_80_-_84_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,625,510,405,10:25,8:30,6:45,schwimmen-200-m,,5,catalog_inference,202604_80_-_84_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,5070,4500,3930,84:30,75:00,65:30,radfahren-20-km,,6,catalog_inference,202604_80_-_84_W.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,4,5.5,6.5,"4,00","5,50","6,50",medizinball-2-kg,,2,catalog_inference,202604_80_-_84_W.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,3,Kugelstoßen 2 kg,Kugelstoßen 2 kg,,number,higher,4,5,5.75,"4,00","5,00","5,75",kugelstossen-2-kg,,3,catalog_inference,202604_80_-_84_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,4,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,,number,higher,6.9,7.8,8.6,"6,90","7,80","8,60",steinstossen-3-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_80_-_84_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,0.85,1.1,1.3,"0,85","1,10","1,30",standweitsprung,,5,catalog_inference,202604_80_-_84_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,3,7,10,3,7,10,push-up-liegestuetzen,6.2.6.1,,pdf,202604_80_-_84_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,8,16,26,8,16,26,crunches-bauchpresse,6.2.6.2,,pdf,202604_80_-_84_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,4,9,15,4,9,15,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_80_-_84_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,1,2,3,1,2,3,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_80_-_84_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Kraft,6.2.7.1,Gerätturnen Kopfstand,Gerätturnen Kopfstand,,level,higher,1,2,3,1,2,3,geraetturnen-kopfstand,6.2.7.1,7,pdf,202604_80_-_84_W.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,14.3,13.1,12,"14,3","13,1","12,0",laufen-50-m,,1,catalog_inference,202604_80_-_84_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,63.5,52,40,"63,5","52,0","40,0",schwimmen-25-m,,2,catalog_inference,202604_80_-_84_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,40.5,34.5,28.5,"40,5","34,5","28,5",radfahren-200-m,,3,catalog_inference,202604_80_-_84_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_80_-_84_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.65,0.75,0.85,"0,65","0,75","0,85",hochsprung,,1,catalog_inference,202604_80_-_84_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,1.6,2,2.4,"1,60","2,00","2,40",weitsprung,,2,catalog_inference,202604_80_-_84_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,11,14.5,17.5,"11,00","14,50","17,50",schleuderball-1-kg,,5,catalog_inference,202604_80_-_84_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,6,10,12,6,10,12,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_80_-_84_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,7,12,17,7,12,17,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_80_-_84_W.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,2,4,6,2,4,6,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_80_-_84_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,23.9,22.4,21,"23,9","22,4","21,0",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_80_-_84_W.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,36,32.6,29.2,"36,0","32,6","29,2",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_80_-_84_W.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,80,84,W,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_80_-_84_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1650,1470,1290,27:30,24:30,21:30,laufen-3-000-m,,1,catalog_inference,202604_85_-_89_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,7210,6490,5770,120:10,108:10,96:10,10-km-lauf,,2,catalog_inference,202604_85_-_89_M.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Ausdauer,4,"Walking/Nordic-Walking 7, 5 km","Walking/Nordic-Walking 7, 5 km",,number,lower,5760,5055,4530,96:00,84:15,75:30,walking-nordic-walking-7-5-km,,4,catalog_inference,202604_85_-_89_M.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,570,480,385,9:30,8:00,6:25,schwimmen-200-m,,5,catalog_inference,202604_85_-_89_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,4650,3990,3330,77:30,66:30,55:30,radfahren-20-km,,6,catalog_inference,202604_85_-_89_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,5,7.5,9,"5,00","7,50","9,00",medizinball-2-kg,,2,catalog_inference,202604_85_-_89_M.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,3,Kugelstoßen 3 kg,Kugelstoßen 3 kg,,number,higher,5,6,6.75,"5,00","6,00","6,75",kugelstossen-3-kg,,3,catalog_inference,202604_85_-_89_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,4,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,,number,higher,8.8,10.1,11.4,"8,80","10,10","11,40",steinstossen-3-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_85_-_89_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1,1.3,1.6,"1,00","1,30","1,60",standweitsprung,,5,catalog_inference,202604_85_-_89_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,7,12,21,7,12,21,push-up-liegestuetzen,6.2.6.1,,pdf,202604_85_-_89_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,5,16,29,5,16,29,crunches-bauchpresse,6.2.6.2,,pdf,202604_85_-_89_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,6,13,22,6,13,22,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_85_-_89_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,1,1,3,-,1,3,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_85_-_89_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Kraft,6.2.7.1,Gerätturnen Kopfstand,Gerätturnen Kopfstand,,level,higher,1,2,3,1,2,3,geraetturnen-kopfstand,6.2.7.1,7,pdf,202604_85_-_89_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,14.1,13.1,12,"14,1","13,1","12,0",laufen-50-m,,1,catalog_inference,202604_85_-_89_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,59.5,49,38,"59,5","49,0","38,0",schwimmen-25-m,,2,catalog_inference,202604_85_-_89_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,41,33,24.5,"41,0","33,0","24,5",radfahren-200-m,,3,catalog_inference,202604_85_-_89_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_85_-_89_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.7,0.8,0.9,"0,70","0,80","0,90",hochsprung,,1,catalog_inference,202604_85_-_89_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,1.9,2.4,2.9,"1,90","2,40","2,90",weitsprung,,2,catalog_inference,202604_85_-_89_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,12,16.5,21,"12,00","16,50","21,00",schleuderball-1-kg,,5,catalog_inference,202604_85_-_89_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,6,10,12,6,10,12,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_85_-_89_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,5,9,13,5,9,13,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_85_-_89_M.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,3,5,8,3,5,8,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_85_-_89_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,23.8,22.3,20.8,"23,8","22,3","20,8",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_85_-_89_M.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,38.8,35.4,32,"38,8","35,4","32,0",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_85_-_89_M.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,85,89,M,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_85_-_89_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1860,1680,1500,31:00,28:00,25:00,laufen-3-000-m,,1,catalog_inference,202604_85_-_89_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,7750,7030,6310,129:10,117:10,105:10,10-km-lauf,,2,catalog_inference,202604_85_-_89_W.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Ausdauer,4,"Walking/Nordic-Walking 7, 5 km","Walking/Nordic-Walking 7, 5 km",,number,lower,6240,5420,4920,104:00,90:20,82:00,walking-nordic-walking-7-5-km,,4,catalog_inference,202604_85_-_89_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,635,525,425,10:35,8:45,7:05,schwimmen-200-m,,5,catalog_inference,202604_85_-_89_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,5370,4800,4140,89:30,80:00,69:00,radfahren-20-km,,6,catalog_inference,202604_85_-_89_W.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,3.5,4.5,5.5,"3,50","4,50","5,50",medizinball-2-kg,,2,catalog_inference,202604_85_-_89_W.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,3,Kugelstoßen 2 kg,Kugelstoßen 2 kg,,number,higher,3.75,4.5,5.5,"3,75","4,50","5,50",kugelstossen-2-kg,,3,catalog_inference,202604_85_-_89_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,4,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,Steinstoßen 3 kg jew. bester Stoß re + li werden addiert,,number,higher,6.45,7.35,8.15,"6,45","7,35","8,15",steinstossen-3-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_85_-_89_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,0.85,1.05,1.25,"0,85","1,05","1,25",standweitsprung,,5,catalog_inference,202604_85_-_89_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,3,6,10,3,6,10,push-up-liegestuetzen,6.2.6.1,,pdf,202604_85_-_89_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,85,89,W,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,7,14,24,7,14,24,crunches-bauchpresse,6.2.6.2,,pdf,202604_85_-_89_W.pdf,13,,,,,,,,,,,,
